GeoFips,GeoName,LineCode,Description,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",32855.6,34381.1,36293.8,36808.8,36746.2,38264.4,39873.7,40866.3,44865.8,47673.2,51989,54962.4
1000,Alabama,51,      Finance and insurance,10901.4,12251.2,13071,12662.8,12207.1,12839.6,13103.2,13306.7,15049.4,14938.9,16377.2,17505.9
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",6466.7,7314.1,7683.9,7417.3,6631.7,6958.1,7304.4,7037.6,8580.3,7426.3,8351,(NA)
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",820.6,724.6,744.3,775.4,767.6,837.2,789.3,836,1055.9,1107.4,1126.6,(NA)
1000,Alabama,54,        Insurance carriers and related activities,3599.2,4192.8,4629.1,4452.1,4800.3,5042.6,5001.7,5429.7,5390.9,6381.4,6865.6,(NA)
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",14.9,19.7,13.6,18,7.5,1.7,7.8,3.4,22.3,23.9,34,(NA)
1000,Alabama,56,      Real estate and rental and leasing,21954.2,22129.9,23222.8,24146,24539,25424.8,26770.5,27559.6,29816.4,32734.3,35611.7,37456.4
1000,Alabama,57,        Real estate,20234.7,20369.8,21468.6,22246.2,22778.9,23711.6,24777.9,25367.2,27319.8,29763.2,32297.3,(NA)
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1719.4,1760.2,1754.2,1899.8,1760.1,1713.2,1992.6,2192.4,2496.7,2971,3314.4,(NA)
1000,Alabama,59,    Professional and business services,17993.4,18201,18813.4,19589,20996.8,22081.2,23150.7,23347.4,25679.5,28531.2,31333.2,33265
1000,Alabama,60,"      Professional, scientific, and technical services",11301,11382.6,11843.9,12302.6,13123.6,13930,14537.2,15035.8,16223.2,17990.4,20012.1,21145.8
1000,Alabama,61,        Legal services,2117.2,2104.6,2253.3,2466.6,2645.1,2716.8,2770.5,2701.3,3048.9,3336.9,3573.1,(NA)
1000,Alabama,62,        Computer systems design and related services,2661.9,2681.7,2683.9,2741.3,2857.4,3153.5,3207.8,3337.5,3346.5,3556.4,3853.7,(NA)
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",6521.9,6596.3,6906.8,7094.7,7621.1,8059.7,8558.9,8997,9827.8,11097.1,12585.3,(NA)
1000,Alabama,64,      Management of companies and enterprises,1840,1756,1812,2003.3,2168.8,2123.3,2216.9,2119.8,2305.9,2532.3,2691,3052
1000,Alabama,65,      Administrative and support and waste management and remediation services,4852.5,5062.4,5157.5,5283,5704.5,6028,6396.6,6191.7,7150.4,8008.4,8630.1,9067.2
1000,Alabama,66,        Administrative and support services,4367.6,4572.4,4706,4824.9,5189.1,5482.3,5807.7,5556.7,6364.2,7154.5,7671.1,(NA)
1000,Alabama,67,        Waste management and remediation services,484.8,490,451.5,458.1,515.4,545.7,588.9,635.1,786.2,853.9,959,(NA)
1000,Alabama,68,"    Educational services, health care, and social assistance",14990.3,15446.3,16293.7,17046,17452,18090.6,19223.9,18996.1,20287.3,21405.5,23311.5,25118
1000,Alabama,69,      Educational services,1215.2,1262.7,1280.1,1361.1,1317.9,1309.1,1372,1248.5,1290.9,1397.7,1515.6,1590
1000,Alabama,70,      Health care and social assistance,13775.2,14183.6,15013.7,15684.9,16134.1,16781.6,17851.9,17747.6,18996.4,20007.9,21796,23527.9
1000,Alabama,71,        Ambulatory health care services,8294,8463.7,8795,9225.9,9516.1,9857.9,10494.1,10206.3,11170.3,11761.6,12951.8,(NA)
1000,Alabama,72,        Hospitals,3317.2,3484.6,3910.3,4065.8,4175.8,4412.2,4765,4965.5,5171.1,5230.8,5507.9,(NA)
1000,Alabama,73,        Nursing and residential care facilities,1487.1,1521.9,1566.3,1622.1,1642.7,1703.7,1734.1,1735,1763,1922.2,2094.3,(NA)
1000,Alabama,74,        Social assistance,676.9,713.4,742,771.2,799.5,807.8,858.8,840.8,892,1093.3,1241.9,(NA)
1000,Alabama,75,"    Arts, entertainment, recreation, accommodation, and food services",5572.6,5863.7,6321.2,6692.6,6935.1,7188.8,7547.3,6580.4,8376,9557.8,10877.3,11575
1000,Alabama,76,"      Arts, entertainment, and recreation",671.8,700,697.9,750,774.1,837.5,876.2,670.4,925.5,1181.3,1365,1517.8
1000,Alabama,77,"        Performing arts, spectator sports, museums, and related activities",299.5,307.1,307.6,321.1,321.4,332.9,353.1,248,354.4,486,604.8,(NA)
1000,Alabama,78,"        Amusement, gambling, and recreation industries",372.3,392.9,390.3,428.9,452.7,504.6,523.1,422.4,571.1,695.3,760.2,(NA)
1000,Alabama,79,      Accommodation and food services,4900.8,5163.7,5623.3,5942.7,6161.1,6351.4,6671.1,5910,7450.5,8376.5,9512.3,10057.2
1000,Alabama,80,        Accommodation,786.5,844.5,996,1028.2,1088.8,1081.6,1113.3,850.3,1180.9,1419.7,1608.2,(NA)
1000,Alabama,81,        Food services and drinking places,4114.3,4319.2,4627.3,4914.4,5072.3,5269.8,5557.8,5059.7,6269.6,6956.8,7904.1,(NA)
1000,Alabama,82,    Other services (except government and government enterprises),4942.9,5172,5328.5,5414.3,5571.4,5924.2,6027.8,5963.8,6311.9,7271.5,7780.4,8138.2
1000,Alabama,83,  Government and government enterprises,32205.9,33104.1,33950.8,34698.2,35749.8,36814.2,38046.1,39698.1,41151.3,43799.8,46499.9,49300.6
1000,Alabama,84,    Federal civilian,7694.5,8066.6,8223.9,8375.3,8586.4,8791,9050.8,9419.3,9693.9,10281.6,10734.6,11319.3
1000,Alabama,85,    Military,4147.8,4127,4088.8,4189.8,4460.3,4730.6,4774.1,4924.9,5210.9,5553.7,5949.1,6288.8
1000,Alabama,86,    State and local,20363.6,20910.5,21638.1,22133.1,22703.1,23292.6,24221.1,25353.9,26246.4,27964.5,29816.2,31692.5
1000,Alabama,,Addenda:,,,,,,,,,,,,
1000,Alabama,87,Natural resources and mining,5635.6,4707,4095.9,3418.8,4380.4,4424.3,3838.7,3136.2,4770.7,7063,5723.4,6629.5
1000,Alabama,88,Trade,24334.6,24822.1,25686.5,27001.3,27869,28889.7,30396.6,32332.8,36310.3,38749.4,41218.1,42938.6
1000,Alabama,89,Transportation and utilities,10608.1,11032.7,11430.2,11854.8,12207.3,12845.3,13107.4,13077.2,15274.5,17444.3,17562.9,17215
1000,Alabama,90,Manufacturing and information,37889,37193.8,37404.3,38082.2,39882.6,42277.8,42977.7,40222.3,45141.5,50452.1,54442.3,56485.8
1000,Alabama,91,Private goods-producing industries 2,46103.9,44805.8,44589.5,45377.1,48706.5,51686.3,52403.4,49493.1,56292.6,64783.9,68129.6,72354.3
1000,Alabama,92,Private services-providing industries 3,115671.8,119154.5,124573.1,128749,132159.1,137763.2,144348.8,146134.1,162574.5,176365.4,190306.1,199582.6
2000,Alaska,1,All industry total,57533,56587.4,51574.2,51121.8,53550.9,54762,54549.6,51283.4,58943.5,66271.9,68056,69969
2000,Alaska,2,  Private industries,47535.9,46360.5,41198.1,40407.2,42616.9,43356.8,43134.4,39868.5,47482.2,54445.5,55641.9,56797.1
2000,Alaska,3,"    Agriculture, forestry, fishing and hunting",576.4,545.9,517,442.7,439.4,437.8,458.8,398.5,391.7,518.9,498.9,460
2000,Alaska,4,      Farms,19.3,23,22,23.5,14.7,15.1,13.8,12,17.7,18.9,21.2,(NA)
2000,Alaska,5,"      Forestry, fishing, and related activities",557.1,522.9,495,419.2,424.7,422.8,445,386.4,374,500.1,477.7,(NA)
2000,Alaska,6,"    Mining, quarrying, and oil and gas extraction",16354.4,14208.4,7740.4,6324.3,8150.4,8277.5,6817.3,5375.6,9170.4,12177.3,10181.6,9256.3
2000,Alaska,7,      Oil and gas extraction,12576.3,10228.7,4644.3,3951.5,5283.7,5478.9,4163.4,2718.1,6002.4,8584.6,6566.5,(NA)
2000,Alaska,8,      Mining (except oil and gas),1745.1,1655.6,1215.2,1300.8,1799.2,1607.4,1427.4,1765.2,2329.2,2490.2,2351.5,(NA)
2000,Alaska,9,      Support activities for mining,2033,2324.1,1881,1072,1067.6,1191.2,1226.5,892.3,838.8,1102.5,1263.7,(NA)
2000,Alaska,10,    Utilities,755.6,780.3,753.7,771.4,791.7,809.5,827.8,926.8,1078.1,1130.1,1056,1030.9
2000,Alaska,11,    Construction,2031,2270.7,2534.8,2462.9,2445,2573.8,2765.1,2738.1,2714.3,2822.3,3246.4,3908.3
2000,Alaska,12,    Manufacturing,1313,1557.9,1783.2,1525.6,1726.5,1366.6,1413.7,1254.4,1506.4,1749.5,1931.9,1803
2000,Alaska,13,      Durable goods manufacturing,208.7,221.2,253.6,240.5,228,222.1,245,221.3,265,304,333.1,351.9
2000,Alaska,14,        Wood product manufacturing,35.7,62.7,72.7,55.7,43.6,37.4,37.4,37.2,36.3,41.1,41.6,(NA)
2000,Alaska,15,        Nonmetallic mineral product manufacturing,34.3,35.1,47.4,59.4,47.3,34.3,27.8,29.2,28.7,29.5,32.1,(NA)
2000,Alaska,16,        Primary metal manufacturing,1.9,2.2,2.3,1.9,1.4,1.5,1.6,2,1.8,3.9,5.5,(NA)
2000,Alaska,17,        Fabricated metal product manufacturing,60.9,46.3,41.7,32.9,37,42.9,45.1,32.3,35.2,40.3,44.4,(NA)
2000,Alaska,18,        Machinery manufacturing,10.3,10.4,15,11.9,13.3,11,13,2,12.8,13.3,15.7,(NA)
2000,Alaska,19,        Computer and electronic product manufacturing,15.6,13.5,11.4,12.4,13.6,17,20,14.4,20.8,23,25.6,(NA)
2000,Alaska,20,"        Electrical equipment, appliance, and component manufacturing",2.6,1.7,1.8,1.6,1.5,1.5,1.4,0.5,0.6,1.8,2.1,(NA)
2000,Alaska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3.3,3.4,3.7,4.2,4.2,4.2,5.9,5.4,3.2,2.9,2.8,(NA)
2000,Alaska,22,        Other transportation equipment manufacturing,25.2,25.2,34.8,39.7,46.9,53.1,73.4,81.8,105.3,123.2,134.4,(NA)
2000,Alaska,23,        Furniture and related product manufacturing,10.1,10.7,13.4,12.2,9.9,9,9.5,9.5,9.8,11,13.4,(NA)
2000,Alaska,24,        Miscellaneous manufacturing,8.9,10,9.4,8.6,9.3,10.3,10,7,10.4,13.9,15.5,(NA)
2000,Alaska,25,      Nondurable goods manufacturing,1104.4,1336.7,1529.6,1285.1,1498.5,1144.5,1168.7,1033.1,1241.4,1445.5,1598.8,1451.1
2000,Alaska,26,        Food and beverage and tobacco product manufacturing,672.4,686.1,944.7,859.2,866,764.3,740.5,714.3,859.3,862.7,1061.7,(NA)
2000,Alaska,27,        Textile mills and textile product mills,4.8,5.4,5.3,4.9,4.6,4.2,2.2,1.8,2,2.3,2.4,(NA)
2000,Alaska,28,"        Apparel, leather, and allied product manufacturing",0.5,0.6,1,1.8,1,0.9,1,1.6,2.1,2.3,2.4,(NA)
2000,Alaska,29,        Paper manufacturing,0.7,0.6,0.7,0.8,0.5,0.5,0.6,0.6,0.6,0.8,1.1,(NA)
2000,Alaska,30,        Printing and related support activities,25.2,21.9,22.4,22.7,21.7,22.4,21.8,16.7,17.2,19.2,20,(NA)
2000,Alaska,31,        Petroleum and coal products manufacturing,380.4,605.8,538.9,378.9,586.3,333.6,385.6,283.8,345.6,541.8,494.8,(NA)
2000,Alaska,32,        Chemical manufacturing,10.9,6.8,7.9,7.4,11.3,12.3,11.3,9,9.6,10.5,10.5,(NA)
2000,Alaska,33,        Plastics and rubber products manufacturing,9.3,9.6,8.9,9.5,7.2,6.4,5.7,5.3,4.9,6,5.8,(NA)
2000,Alaska,34,    Wholesale trade,1240,1253.5,1275.4,1275.3,1285.8,1385.4,1543.6,1446,1581.7,1717.8,1687.3,1748
2000,Alaska,35,    Retail trade,2153.7,2221.1,2367.1,2396.9,2428.4,2522.2,2653.9,2767,3016.5,3138.6,3415.6,3513.4
2000,Alaska,36,    Transportation and warehousing,5589.9,5681.5,6084.3,6936.7,7180.2,7397.3,7518.7,7039,7977.2,9441.2,9852.5,9900.7
2000,Alaska,37,      Air transportation,732.4,788.7,876.5,920.1,922.5,925.8,985.5,637.3,851.2,1282.7,1261,(NA)
2000,Alaska,38,      Rail transportation,0,0,0,0,0,0,0,0,0,0,0,(NA)
2000,Alaska,39,      Water transportation,280.7,313.2,315,284.9,293.5,314.9,336.9,291.3,406.2,467.6,487,(NA)
2000,Alaska,40,      Truck transportation,342.9,330.4,346.7,326.7,317.6,334.6,363.6,367.7,386.1,435.6,474.5,(NA)
2000,Alaska,41,      Transit and ground passenger transportation,160.2,165.7,159.7,128.4,124.9,118.4,119.3,92.8,113.7,133.1,164.3,(NA)
2000,Alaska,42,      Pipeline transportation,3246,3268.5,3546.4,4397.9,4615.1,4740.3,4721.9,4643.7,5116.5,5810.3,6187.8,(NA)
2000,Alaska,43,      Other transportation and support activities,781.8,770.8,798.5,839.3,871.1,926,954.8,976.7,1073.3,1280.2,1247.4,(NA)
2000,Alaska,44,      Warehousing and storage,45.8,43.9,41.4,39.3,35.5,37.3,36.6,29.6,30.1,31.7,30.5,(NA)
2000,Alaska,45,    Information,1272.4,1267.9,1432.9,1384.8,1329.2,1132.4,1225.4,1209.5,1420.9,1463.7,1571.6,1604.4
2000,Alaska,46,      Publishing industries (except Internet),74.4,73.4,74.3,72.9,68.9,55.8,53.9,47.1,72.7,68.4,76.4,(NA)
2000,Alaska,47,      Motion picture and sound recording industries,20.3,19.7,23.2,21.2,27.6,25.5,25.7,21.9,36.4,42,54.9,(NA)
2000,Alaska,48,      Broadcasting (except Internet) and telecommunications,1150.5,1136.5,1304.7,1253.5,1200,1008.8,1094.3,1093.6,1219.3,1221.7,1279,(NA)
2000,Alaska,49,"      Data processing, hosting, and other information services",27.2,38.4,30.7,37.2,32.8,42.3,51.6,46.9,92.4,131.5,161.4,(NA)
2000,Alaska,50,"    Finance, insurance, real estate, rental, and leasing",6548.9,6722.3,6491.5,6695.4,6505.4,6822.5,6874.7,6633.5,7314,7767.6,8302,8688
2000,Alaska,51,      Finance and insurance,1174.8,1287.2,1247.6,1194.6,1359.1,1397.1,1438.3,1286.9,1277.3,1343.7,1279.4,1265.6
2000,Alaska,52,"        Monetary Authorities- central bank, credit intermediation, and related services",702.8,782.2,746.6,771.7,856.1,885.3,913.8,837.1,795.1,859.2,783.4,(NA)
2000,Alaska,53,"        Securities, commodity contracts, and other financial investments and related activities",84.5,80.8,81,88.6,94.7,107.8,98.9,99.2,119.9,109,110.1,(NA)
2000,Alaska,54,        Insurance carriers and related activities,371.6,409.5,411.7,330.1,405.5,403.7,423.8,347.5,356.2,366.2,377.5,(NA)
2000,Alaska,55,"        Funds, trusts, and other financial vehicles",15.8,14.7,8.2,4.2,2.8,0.4,1.7,3.2,6.1,9.2,8.4,(NA)
2000,Alaska,56,      Real estate and rental and leasing,5374.2,5435,5244,5500.8,5146.3,5425.3,5436.4,5346.6,6036.7,6423.9,7022.7,7422.4
2000,Alaska,57,        Real estate,4785.7,4876.7,4638.4,4832.6,4628.8,4929.9,5020.8,4939,5306.7,5530.4,6013,(NA)
2000,Alaska,58,        Rental and leasing services and lessors of nonfinancial intangible assets,588.5,558.3,605.5,668.2,517.5,495.5,415.6,407.6,730,893.5,1009.6,(NA)
2000,Alaska,59,    Professional and business services,3572.2,3573.2,3596.4,3304,3298.5,3237.5,3351.2,3154,3393.9,3728.2,4181.5,4500.7
2000,Alaska,60,"      Professional, scientific, and technical services",2136,2130.8,2118,1898.7,1892.2,1849,1900,1758.9,1927.4,2094.7,2362.6,2549.2
2000,Alaska,61,        Legal services,193.2,183.6,187.9,187.5,187.4,189.7,193.8,186,203.1,227.2,240.2,(NA)
2000,Alaska,62,        Computer systems design and related services,174.9,157.9,152.9,155.6,167.5,176.7,183.2,185.1,185,195.9,211.7,(NA)
2000,Alaska,63,"        Miscellaneous professional, scientific, and technical services",1767.9,1789.4,1777.2,1555.5,1537.2,1482.6,1522.9,1387.7,1539.4,1671.6,1910.7,(NA)
2000,Alaska,64,      Management of companies and enterprises,364.2,366.1,381.6,356.9,362.2,358.3,380.9,352.1,404,452.9,487.4,527.1
2000,Alaska,65,      Administrative and support and waste management and remediation services,1071.9,1076.3,1096.9,1048.4,1044.1,1030.1,1070.3,1043.1,1062.5,1180.6,1331.5,1424.4
2000,Alaska,66,        Administrative and support services,850.6,856.3,855.5,814.8,805.4,789.1,834.8,789.7,837.1,955.7,1075.3,(NA)
2000,Alaska,67,        Waste management and remediation services,221.3,220,241.4,233.6,238.7,241.1,235.5,253.4,225.4,224.9,256.2,(NA)
2000,Alaska,68,"    Educational services, health care, and social assistance",3663.3,3673.6,3873.2,4101.4,4282.2,4530.6,4710.9,4637,5029.5,5330.5,5813,6260.9
2000,Alaska,69,      Educational services,187,184.9,187.6,192.6,195.5,194.9,203.1,161.1,194,219.2,236.1,243.9
2000,Alaska,70,      Health care and social assistance,3476.3,3488.8,3685.6,3908.7,4086.7,4335.7,4507.9,4475.9,4835.5,5111.3,5576.9,6017.1
2000,Alaska,71,        Ambulatory health care services,1707.2,1754.8,1875.2,2008,2089.4,2208.5,2321.7,2303.8,2573.5,2654,2924.9,(NA)
2000,Alaska,72,        Hospitals,1100.7,1104.6,1189.8,1260.7,1388.5,1505.5,1560.9,1531.1,1607.4,1797.2,1936.6,(NA)
2000,Alaska,73,        Nursing and residential care facilities,215.5,212.6,209.2,208.7,200.3,199.8,193.9,217.5,217.2,241.1,266,(NA)
2000,Alaska,74,        Social assistance,452.9,416.9,411.4,431.4,408.4,421.9,431.4,423.5,437.4,419.1,449.5,(NA)
2000,Alaska,75,"    Arts, entertainment, recreation, accommodation, and food services",1646.3,1733.5,1853.2,1887,1832.4,1910,2001.8,1353.8,1876,2330.1,2657.1,2787.8
2000,Alaska,76,"      Arts, entertainment, and recreation",290.1,291.7,294.1,306.3,314.1,325.8,355,221.4,297.1,379.9,442.4,476.6
2000,Alaska,77,"        Performing arts, spectator sports, museums, and related activities",95.5,97.3,92.7,97.2,103.2,109.7,115.7,85.2,102.8,135,161.3,(NA)
2000,Alaska,78,"        Amusement, gambling, and recreation industries",194.6,194.4,201.4,209,210.8,216.1,239.3,136.1,194.3,244.9,281.2,(NA)
2000,Alaska,79,      Accommodation and food services,1356.2,1441.8,1559,1580.8,1518.4,1584.2,1646.8,1132.5,1578.9,1950.1,2214.6,2311.2
2000,Alaska,80,        Accommodation,547.4,605.7,660.1,666.7,617.8,654.7,655,398,589.2,865.4,962.2,(NA)
2000,Alaska,81,        Food services and drinking places,808.8,836.1,899,914.1,900.6,929.5,991.8,734.5,989.7,1084.7,1252.4,(NA)
2000,Alaska,82,    Other services (except government and government enterprises),818.7,870.8,894.8,898.9,921.8,953.6,971.5,935.3,1011.7,1129.7,1246.3,1334.6
2000,Alaska,83,  Government and government enterprises,9997.1,10226.9,10376.1,10714.6,10934,11405.2,11415.1,11414.9,11461.3,11826.4,12414.2,13171.8
2000,Alaska,84,    Federal civilian,1931.9,1960.8,2009.2,2083.7,2129.9,2190.8,2232.4,2325.7,2444.4,2558.7,2726,2870.6
2000,Alaska,85,    Military,2325.9,2248,2258.4,2290.3,2353.2,2352.8,2371.6,2524.6,2755.8,2864.8,2996.8,3090.7
2000,Alaska,86,    State and local,5739.3,6018.1,6108.5,6340.6,6450.9,6861.6,6811.1,6564.6,6261.1,6402.9,6691.4,7210.5
2000,Alaska,,Addenda:,,,,,,,,,,,,
2000,Alaska,87,Natural resources and mining,16930.8,14754.3,8257.4,6767,8589.8,8715.4,7276.1,5774.1,9562.1,12696.2,10680.6,9716.3
2000,Alaska,88,Trade,3393.7,3474.6,3642.5,3672.2,3714.2,3907.6,4197.5,4213,4598.2,4856.4,5102.9,5261.4
2000,Alaska,89,Transportation and utilities,6345.5,6461.7,6838,7708.1,7971.8,8206.8,8346.6,7965.8,9055.3,10571.3,10908.5,10931.6
2000,Alaska,90,Manufacturing and information,2585.4,2825.9,3216.1,2910.4,3055.7,2499.1,2639.1,2463.9,2927.2,3213.1,3503.5,3407.4
2000,Alaska,91,Private goods-producing industries 2,20274.8,18582.9,12575.5,10755.5,12761.4,12655.8,11454.9,9766.6,13782.7,17268,15858.9,15427.7
